tconst,directors,writers
tt27723563,nm14844512;nm4297139,\N
tt27730896,nm4920552,\N
tt27732635,nm14848060;nm14848059;nm14848061,nm14848060;nm14848059;nm14848061
tt2773782,nm0476174,nm0476174
tt27751350,nm5725219,nm5725219
tt27757235,nm11018722;nm7189868,nm14856838;nm11018722;nm14127337
tt27775137,nm0442324;nm0530981,nm0530981;nm0349654;nm2360012
tt27792173,\N,\N
tt27806330,nm9413206,nm10053280;nm9413206
tt27829133,nm1287556,\N
tt27834335,\N,\N
tt27854103,\N,\N
tt27868504,\N,\N
tt27880434,nm14899576,\N
tt27882544,nm1163774,nm1163774
tt2789508,nm4645122,\N
tt27902224,\N,nm0055863;nm1103773;nm3751983
tt27907852,nm2695462,nm12693240
tt2792396,nm3668275,nm4460545;nm3668275
tt27924346,nm14912806,nm1499635;nm14912806
tt27936906,nm0708214,\N
tt27943318,nm2747021,nm13701276
tt27951385,nm4347845,nm4347845
tt27957570,nm13370463,nm13370463
tt27985874,nm11453838;nm13741953,\N
tt27991363,nm0787159,\N
tt28061485,nm1802168,nm1802168
tt2806484,nm3762714,nm3762714
tt28069978,\N,nm14893081
tt2808030,nm0941829,nm0941829
tt28083228,nm6294475;nm10510832,nm2436139
tt28098271,nm3829779,nm3829779
tt28116291,nm10182900,nm3213985
tt28118760,nm7190244,nm7190244
tt2814874,nm4326072,nm4326072
tt2815294,nm0341151,nm0341151
tt28156881,nm1970018,nm5600592
tt2815848,nm5606608,nm5606608
tt28199816,nm2133264;nm10183231,nm13084923
tt28212358,nm12479193,nm14977755;nm14977756
tt28275565,nm15005352;nm8600542,nm7861818
tt28278268,\N,nm13253458
tt28279551,nm0315706,nm0315706
tt28282040,nm15008020;nm3196255,nm15008020;nm3196255
tt28288940,nm15011176,nm15011176
tt28298504,nm3849181,nm3849181;nm15201111
tt2830368,nm4876433,nm5616467
tt28315773,nm3821269,nm3821269
tt28322115,\N,nm9585272;nm15024810
tt28328696,nm6519415,nm6519415
tt28346132,nm1434457,nm1434457
tt28352287,nm1769418,\N
tt28352988,\N,\N
tt28353176,nm15035842,nm15035842
tt28353978,nm4427413,nm0576154
tt28356390,nm12789081,nm12789081
tt28368145,nm5838715,nm5838715
tt28377904,nm15035842,nm15035842
tt2842938,nm2624736,nm2624736;nm0005171;nm5591566
tt28459713,nm0029550,\N
tt2846108,nm5627738,\N
tt28475875,nm6825441,\N
tt28483876,nm7476552,nm15204572;nm8112740;nm15204570;nm15204571;nm7476552
tt28487207,nm3725675,nm3725675;nm3230639
tt28492146,nm15083785,\N
tt28500180,nm5578641,nm5578641
tt28501473,nm4046828;nm10943432,nm4046828;nm6111866;nm10943432;nm12537503
tt28501583,nm15089463,\N
tt28501585,\N,\N
tt28503964,nm0287123;nm1709541,nm6913654
tt28509958,nm0958159,nm0958159
tt28530099,nm15106026,\N
tt28534192,nm8296048,nm8296048
tt28537936,nm4078209,nm13286930
tt28550111,nm8217048,\N
tt28561427,nm15115467,\N
tt28576307,nm0069642;nm5264971,nm0069642;nm13054180
tt28602793,nm0258845,nm0408366
tt28608346,nm2265115,nm2265115
tt28614211,nm15127529,nm15127529
tt28619226,nm15129362;nm15129363,nm15129362;nm15129363
tt28622944,nm12198909,\N
tt28641326,nm0722822,nm0722822
tt28654369,nm6134590,nm6134590;nm6160290
tt28656545,nm1674203,nm10090420
tt2866060,nm4209905;nm16599165,nm4209905
tt28661245,nm2743125,nm2743125
tt28668969,nm2692021;nm15156275,nm2692021
tt28669327,nm2346380,\N
tt28681764,nm2132883,nm4713889;nm8286928;nm7326524;nm4517057
tt28682323,nm0001317,nm0169180;nm0293139;nm1052162
tt28685911,nm10205537,nm10205537
tt28690468,nm7292576,nm5289351;nm7292576
tt28691404,nm1172227,nm15165915;nm2542268
tt28698109,nm13164117,nm13164117
tt2870808,nm2573005,nm2573005;nm1706261
tt2872456,\N,nm3861639
tt28743726,\N,nm8040197
tt28760844,nm2582855,nm2582855
tt28769924,nm15191394,nm15191394
tt28771993,nm15191802,nm15191802
tt28772399,nm3599174;nm3143875,nm3599174;nm3143875;nm1966423
tt28788198,\N,nm12942711;nm0858663;nm0920073
tt28800753,nm2204745,nm6847993;nm7246115
tt28816054,nm1788212;nm15211081,\N
tt28819055,nm3877467;nm4829793,nm5795801;nm15212508;nm4829793
tt28857451,\N,nm14219675
tt28865980,nm1292648,\N
tt2888072,\N,\N
tt2889112,nm0573084,nm0573084
tt2890340,nm5655414,nm0058494;nm5655414
tt28911648,nm0009498,nm7504661
tt2892200,nm4486604;nm4487445,nm4486604;nm4487445
tt28959618,nm15224739,nm15224739
tt29001319,nm12684193,nm10573613
tt29001732,nm0528963,nm2090292;nm3055344
tt29005651,nm2383114,nm2383114;nm7891189
tt29010326,\N,\N
tt29011055,nm10910926,\N
tt29028562,nm15236267,nm15236267;nm15236269
tt2902890,nm5667119,\N
tt29033983,\N,nm3592278
tt2903538,nm3756711,nm3756711;nm7804975
tt29045633,nm1118245,nm1118245
tt29079096,nm8516351,nm8993872
tt2908594,nm6023637;nm1422243,nm4677308;nm3389058;nm1422243
tt2911366,nm1563455,nm1563455;nm5670411;nm5670267
tt29115373,nm15085494,nm15085494
tt29116975,nm5324757,nm3270641;nm0411127
tt2920086,nm2416762;nm2981413,nm2391468;nm0686098;nm2381524;nm1036204
tt29232462,nm2194834,nm2194834
tt2924742,\N,\N
tt29256576,nm15281717,nm15281719
tt29256804,nm2461431,nm2461431
tt29259250,nm5774826,\N
tt29262075,nm3156925,nm3156925
tt29266871,nm4383633,nm0508070;nm1182311
tt29298257,nm3999941,nm15296636;nm15296637
tt2931968,nm0725011,nm4367143
tt29363667,nm5122646,nm15313834
tt2937356,nm0840594,nm0840594
tt29377511,nm2803141,nm2803141
tt29417665,nm15311696,\N
tt29426123,nm11869613,\N
tt2943060,nm0602333,\N
tt29456346,nm14909382,nm14909382
tt29468116,nm2424149,\N
tt2947830,nm1620119,nm1620119
tt2948308,\N,nm0346841;nm1750590;nm0906508
tt29486304,nm13528382,\N
tt29494306,nm10907252;nm10219614,nm10907252
tt29495432,nm2772598,nm0038522;nm2772598;nm15358961;nm7392943
tt29497194,nm9700812,nm15359324;nm14464167;nm9700812
tt29511694,nm15362528;nm15362527,\N
tt29513489,\N,nm3481995;nm3507885
tt29538259,nm0645199,nm0645199
tt29566160,nm8050681,\N
tt29567854,nm15383317,\N
tt29568696,nm5775964,nm5775964;nm6626945
tt2957774,nm0150802,nm2781586;nm0150802;nm2597130;nm8458426;nm5241376;nm0939236
tt29580988,nm14462784,nm14462784
tt2960470,nm0140754,nm0140754;nm1634380;nm3792880
tt29621803,\N,\N
tt2964532,nm1162036,nm5714562
tt2966446,\N,\N
tt29673449,nm13188424,nm9803169
tt29686701,nm8097781,nm8097781
tt29702056,nm0350351,nm0350351
tt29704582,nm0757031,nm4779443;nm5671015
tt29710547,nm6323917,nm3756180;nm6323917
tt29711009,nm1092087,nm1638756;nm14712095
tt29714222,nm4209649,nm4209649
tt29719542,nm6152160,\N
tt29722301,nm4691392,nm4691392
tt29793213,nm2061884,\N
tt29794965,nm3008388,nm3008388
tt29808010,nm2056673,nm2056673
tt2986768,nm2254150,nm2254150
tt29871442,nm15444603,nm15444603;nm7765645
tt29893970,nm0871779,\N
tt29899777,nm13276179,\N
tt2991472,nm3237165;nm5739931,nm3237165;nm5739931
tt29929004,nm4297037,\N
tt29931567,nm5269067,nm5269067
tt2993658,nm5742692,nm5742693;nm5742692
tt29949263,nm15475710,\N
tt29963829,\N,\N
tt30013822,nm11602234,\N
tt30050540,nm9085723,nm9729211
tt3005530,\N,\N
tt30056914,nm0252751,\N
tt30074039,\N,nm8571772
tt30129711,nm2114534,nm2114534;nm5809566
tt30135613,nm1302609,\N
tt30138912,nm0521628,\N
tt30150907,nm5208146,nm0471172;nm0938379;nm1303925
tt30177375,nm15522738,nm15522738
tt30178917,nm0944529;nm1311779,nm0134881;nm0944522;nm0944529
tt30188981,nm5248148,nm5248148
tt3019160,nm2828404,nm2828404
tt30211582,nm15529419,nm5981431;nm15562692
tt30216712,nm15530721,\N
tt30225593,nm4305663,nm17883665
tt30252677,nm3876160,nm15541805;nm1989732
tt30253497,nm15542298,nm15542298
tt30268450,nm3057599,nm12553814;nm3057599
tt30290356,nm0079848,nm0079848
tt30317141,nm13966151,\N
tt30318536,nm2721036,nm15561326;nm2721036
tt30320149,nm0623392,nm0623392
tt30329279,nm15185183,nm15185183
tt30331998,nm0000868,nm0000868
tt30335412,nm15570600,\N
tt3035612,nm1949273,nm1949273
tt30382621,nm0677915,\N
tt30386112,nm2719312,nm2719312
tt30415116,nm5301180,\N
tt30420187,\N,\N
tt30427310,nm5457739;nm0819522;nm0306452,nm0819522
tt30428636,nm15506493,nm15506493;nm15504122
tt30451078,nm15601769,\N
tt30459485,nm8264602,nm4955186
tt30474882,\N,nm8705450
tt30486282,nm15520236,\N
tt30497082,nm1928500;nm9504909,nm10409889;nm11201835
tt30523212,nm9478963,\N
tt3053514,nm5798286,nm5798286
tt3056200,\N,\N
tt30576871,nm15634587,nm15634587
tt30581779,nm5721132,nm5721132;nm2379476
tt30608802,nm15640596,nm15640596
tt3061686,nm5807785,nm5807785
tt30624233,nm15642382,\N
tt3063364,nm0483747,nm4390897
tt3067102,nm3230557,\N
tt30691851,nm0766211,nm0950885
tt3073490,nm3957989,nm3957989
tt30743567,nm2682682,nm2682682
tt3076988,\N,nm0000186
tt30782539,nm1857470,nm3308430;nm11371960;nm15680011
tt30789718,\N,nm2831867;nm3886382
tt30798256,nm4804124;nm6726958,nm6726958
tt30808249,\N,\N
tt30808782,nm6720082,\N
tt30819137,nm0006538,nm0006538
tt30820492,nm4387064,nm4387064
tt30824924,nm15703589,nm10109892
tt3084222,nm1029587,nm0301602
tt3085970,nm1145319,nm0789426;nm12469360
tt3088204,nm0621866,\N
tt30899575,nm11645854,nm11645854
tt3094980,nm4829428,nm4829428
tt3095214,nm2407887,nm2407887
tt3095256,nm4358567,nm4358567
tt30953875,nm6131031,\N
tt30957512,nm5542275,\N
tt30968922,nm3831825,nm3831825
tt30970527,\N,nm0885575
tt30971046,nm14645770,\N
tt3101360,nm11014433,nm11014433
tt3102926,nm5855967;nm3667661,nm5855967;nm3667661
tt3103802,nm2967039,nm2961179
tt31092090,nm9141764,nm3134179;nm9141764
tt31114619,nm15782026,nm15782032;nm15782026;nm15782031
tt31156793,nm8114162,nm8114162
tt31156945,nm7679595,nm7679595
tt3115910,nm1820341,nm1820341
tt3118290,nm0003807,\N
tt31186115,nm8100350,nm8100350
tt31186533,nm15568282,nm0783585
tt3121472,nm5877791;nm5877789,nm5877791
tt3121618,nm1260845,nm1260845;nm9780995
tt3123860,\N,\N
tt3125734,nm0775512,nm0569587;nm1985255
tt3131342,nm5686182,nm5686182
tt31317401,nm2075313,nm5160999;nm2532480
tt31322501,\N,nm4101241
tt31340478,\N,\N
tt3135044,nm5892180,\N
tt31358235,nm0432078,nm15652984
tt31386997,nm15840451,\N
tt31407200,nm0673318,nm0673318
tt31414884,nm4499124,nm4499124;nm10411054
tt31415429,nm0048818;nm15551996,nm15551996
tt31416518,nm8398618,nm12748138;nm1954555
tt3142330,nm1846347,nm1987900
tt31450052,nm15855678,\N
tt31471734,nm0138326;nm16044708,nm16044708;nm1102012
tt31491348,\N,nm10303168
tt31491368,\N,nm10303168
tt31491839,nm0874824,nm5445120;nm0874824
tt31499886,nm4546109,nm15870720
tt31502769,nm7698601,nm12102388
tt31503893,nm10670275,\N
tt31510477,nm15858090,nm15858090
tt31510913,nm8467499,\N
tt31513532,nm4759802,nm7528493;nm0236279;nm3374598
tt31514012,nm12838316;nm16508019,nm16508019
tt31557253,\N,nm9653877
tt31560776,nm15889441,nm15889441
tt31567630,nm5827811,\N
tt31579306,nm1494307,nm1494307
tt31579706,nm15887915,\N
tt3158558,nm5684202,nm5684202
tt3158992,nm5918148;nm5955692,nm5955692;nm5918148
tt31599144,nm0099424,nm0099424
tt31612655,nm1047697,nm6583157
tt3161382,nm3642491,nm3385323
tt3162056,\N,\N
tt31631852,nm8303792,nm0657532
tt31639539,nm8706608;nm9656853,\N
tt31645056,nm15911279,nm15911279
tt31647756,nm2648463,nm0639908;nm17755574;nm10050431
tt31670558,nm5486153,\N
tt3170972,nm0175730,nm10025164;nm2730092;nm0175730
tt31722804,nm0002752;nm1427379,nm4597920
tt3175568,\N,nm5926155;nm5934782
tt3177032,nm1080688,nm1080688
tt3177768,nm5937732,nm5937732
tt3178174,nm0632716;nm2342722,nm0837521;nm8796167;nm1371924;nm0283253
tt31794434,nm15933182,nm15933182
tt31807233,nm5425877,nm5425877
tt31829472,\N,\N
tt3183146,\N,\N
tt31844150,nm7648951,nm7648951
tt3184832,nm0004709,\N
tt31849608,\N,\N
tt31896545,nm1031798,\N
tt31898525,nm12171775,nm12171775
tt31899295,\N,nm2078025
tt31926095,\N,\N
tt3194388,nm3877889,nm5321309;nm3877889;nm4114032
tt31945345,\N,\N
tt31955114,nm15577760;nm15577757,nm15577760
tt31963200,\N,\N
tt31965432,nm8682602,\N
tt31968919,nm0091336,nm0688745
tt31971660,nm0127330,nm0127330
tt3198266,nm3195060,\N
tt32011920,nm8927691,nm12327261;nm8927691
tt32017183,nm12669819,nm12669819
tt32059446,nm9682901,nm9682901
tt32083665,\N,\N
tt32090526,nm10518988;nm13456095,nm10518988;nm10422218
tt32096616,nm0605779,nm0605779
tt32103981,nm8514319,nm8514319
tt32112570,nm13200602,nm9600380;nm8475739;nm16172556;nm13200602
tt32125104,\N,nm1720119
tt32134954,nm16045843,\N
tt32135863,nm15694895,nm15694895
tt32139357,nm1984559,\N
tt3214794,nm1164861,nm0792148
tt32160554,nm7581862,nm7581862
tt32161669,\N,\N
tt32185995,\N,\N
tt32190582,nm15941109,\N
tt32197313,\N,\N
tt32205009,nm2339396,nm14511239
tt3220550,nm5551339,nm5551339
tt32214121,nm3544578,nm3544578;nm3880903
tt3221878,nm0034820,nm0034820;nm5394224
tt32222992,nm16080578,nm16080580
tt32236432,nm0007129,nm0007129
tt32238677,nm3656063,nm3656063
tt32242290,nm16297619,nm16506847;nm16506849;nm16506851
tt32249940,nm0892000,nm0892000
tt32269955,nm4878260,nm4878260;nm4687994;nm3859803
tt32275348,nm1347776,nm0157442
tt32276400,nm1099970,nm1099970
tt32277918,nm3148568,nm3148568
tt32281063,\N,\N
tt32288538,\N,\N
tt3229378,nm5987375,nm5987375
tt32313670,nm6952254,nm6952254
tt32323256,\N,\N
tt32325170,nm16120899,\N
tt32328582,nm1789563,nm1789563
tt32329575,nm0103265,nm0103265
tt32345139,nm4145498;nm3606160,\N
tt32351600,\N,\N
tt32358942,nm1268012;nm1425885,nm1268012;nm1425885
tt32361417,nm14634811,\N
tt32367182,nm8339476,nm11994905;nm8339476
tt32368538,nm2275745,nm0187538;nm7032202;nm0465736
tt32369012,nm0698489,nm0698489
tt32377278,nm0330140,nm0330140
tt3239154,nm3440937,nm5271981;nm5715181
tt32394937,\N,nm0249781;nm0565581
tt32404372,nm0271402;nm0467307;nm0520485;nm0661910,nm0271402;nm0295419;nm0467307;nm0520485
tt32429292,nm0067457,\N
tt32430072,nm4146692,nm4146692;nm13955337
tt32430193,nm3689197,\N
tt32436727,\N,nm10099353
tt32437841,nm6909818,\N
tt32452631,nm11387125;nm9048749,nm11387125
tt32453902,nm1519258,nm1519258
tt3246692,nm6003277,nm6003277
tt32468166,\N,nm1050277
tt32477026,nm16189355;nm0651622,nm0651622
tt32478725,nm0619851,\N
tt3248118,nm3107903;nm4632782,nm3107903;nm4632782
tt32482151,nm9524305,nm9524305
tt32484156,nm10288658,nm10288658
tt32488662,nm12901321,nm12901321
tt32523130,\N,nm0007110
tt3252950,\N,nm0218914
tt3254780,nm0528304;nm0572385,nm0572385
tt32561048,nm1823684,\N
tt3258298,nm0443411,nm0443411;nm0898848
tt32591856,\N,\N
tt32596055,nm15102722,nm15102722
tt32610145,nm9619425,nm6872667
tt32628690,nm10728971,\N
tt32628966,nm1280169,\N
tt32639595,nm14986527;nm7384368,nm7384368;nm14986527
tt3265502,nm0538532,\N
tt32667618,\N,nm3688484
tt3269566,nm6015198,\N
tt3274392,nm4512535,nm4512535
tt3274794,nm0909026,nm5066948;nm0909026
tt32765869,nm16297932,nm16297932
tt32777398,nm6848183,nm16301527;nm11045918;nm6848183
tt32793430,nm11203844,nm11203844
tt3279468,nm1223386,nm6033146
tt32796647,\N,\N
tt32801387,nm0425364,nm3524360;nm10840777
tt3282312,nm6037022,nm6037022
tt32844020,nm0745377,nm0745377
tt32844238,nm0361409,\N
tt32872855,nm0240485,nm0240485
tt32874791,nm16330038,\N
tt32875452,\N,nm4338665
tt32881217,nm16333863,nm16333863
tt32889677,nm3403118;nm3204449,nm2157916
tt32893073,nm8396558,nm3763050
tt32897721,nm2447012,nm6529670
tt3290340,\N,\N
tt32915030,\N,nm6683857
tt3291670,nm6023975,nm6023975
tt32919847,nm12352603,nm12773282
tt32938930,\N,\N
tt32981966,\N,nm14722164
tt32982133,nm2147919,nm2147919
tt32984944,nm3250790,nm3250790
tt32985542,nm3538058,nm3538058
tt32990776,nm0300508,nm8998677
tt3300932,nm1486721,nm4596977
tt33022710,nm10617510;nm5587234;nm0774582,\N
tt33029992,nm2051572,nm2051572
tt33034699,nm13138817,nm13138817;nm3848190;nm14080063
tt33035397,\N,nm1411236
tt33038467,\N,nm1191340
tt33039027,\N,\N
tt33043148,nm7502356,nm4726754;nm7502356
tt3305060,nm4340223,nm4340223
tt33055450,nm16395990;nm16395991,\N
tt33055954,nm2010463,\N
tt33056611,\N,\N
tt33058029,nm10085992,nm10085992
tt33058344,nm0812373,nm0812373
tt33070600,nm13732467,nm10353341
tt33070827,nm14595586,nm14595586
tt33087600,nm5974746,\N
tt33088125,nm0661910,nm0661910
tt33089511,\N,nm16603291;nm6063385
tt33090262,nm16421900,nm16421900
tt3309136,nm4921517,nm5653263;nm4921517
tt33091608,nm7466437,nm7466437
tt33093098,nm0188173,nm13788441
tt33096978,nm11140320,nm11140320
tt3309816,nm4153241,\N
tt33130648,nm3895913,nm6004375;nm3895913
tt3314028,nm0545099,\N
tt3314120,nm4378729,nm4378729
tt3314610,\N,nm0176721
tt3314696,nm1762022,nm1762022;nm6067750
tt3315992,nm6084711,nm6084711
tt33164475,nm6414598,\N
tt33184369,nm1182564,\N
tt3319144,\N,\N
tt3319398,nm4133223,nm4133223
tt3319810,\N,\N
tt3320120,nm0187119,nm3850429;nm3691806
tt33204059,nm16451064,\N
tt33266101,nm9845146,nm15776641;nm11167422
tt33270214,\N,nm16459228
tt3328082,nm9719030,nm9719030
tt33292813,nm0572562,nm0572562
tt33295741,nm2830283;nm2830317,nm2830283;nm2830317
tt33297578,\N,nm0825356
tt33301063,\N,\N
tt33305882,nm7530291,nm10352120;nm7085459;nm7530291
tt33306066,nm6369463,nm6369463;nm3815030
tt33306408,nm2821427,nm2821427;nm2203123;nm1413452
tt33310998,nm16486612,nm16486612;nm16486613
tt3331458,nm0093610;nm0995034,nm0093610;nm0995034
tt33317152,\N,\N
tt33318127,nm0282020,\N
tt3332690,nm6087992,nm6087992;nm6087993
tt33334435,nm6852371;nm15570782,nm16495797;nm6852371
tt33336298,\N,nm5843777
tt33339931,nm4148153,nm4148153
tt33341757,\N,\N
tt33365540,\N,nm0745032
tt3336718,nm1204164,\N
tt33372806,nm11389848,nm11389848
tt33373345,nm8497264,nm8497264
tt33381977,nm9918355,nm9918355;nm13431453
tt33384091,nm2820122,nm3449168;nm17215116;nm17213518
tt33384356,nm8447737,nm17715733
tt33384359,\N,\N
tt33390076,nm13632986,nm13632986
tt3339534,nm1836315,nm1836315
tt33397245,\N,nm0614436;nm0625621
tt33398039,nm3725828,nm3725828
tt33398433,\N,nm0179132;nm0614436;nm0625621
tt33398465,nm4141185,\N
tt33400569,nm4424418,\N
tt33436943,\N,nm0179132;nm0614436;nm0625621
tt3344400,nm3477735,nm3477735
tt3344492,nm1402286;nm1141831,nm1141831;nm1493723
tt3344658,nm4182414,nm4182414
tt33454426,nm0794177,\N
tt3345622,nm4593817,nm4593817
tt33460023,\N,nm0349785
tt3346976,nm2699079,nm2699079
tt33473204,nm1434457,nm1434457
tt33478580,nm12467889,nm15473761
tt3347996,nm6102523,\N
tt33481541,nm0087525,nm0087525
tt33482803,nm13751274;nm16550752,nm13751274;nm16550752
tt3348450,\N,nm0133907
tt3350198,nm2851166,nm1911359
tt33502411,nm1114811,\N
tt33504899,\N,nm9926418;nm3831098
tt33511701,nm1729175,nm8024234
tt3351660,nm0329411,nm0329411;nm1971346
tt3352218,nm1943563,nm1943563
tt3352294,nm6106533,nm3346712;nm6106533;nm3689151
tt33565089,nm11315420;nm5784988,nm5784988
tt3357084,nm1240779,nm6111062
tt33578667,nm4694008,nm3856316;nm2933477;nm4925405;nm5555747;nm4694008
tt33588950,nm2096447,nm2096447
tt33630570,nm1004604,nm5958525
tt33728713,nm11176090,nm11176090;nm3553169;nm16595444;nm6067981
tt33751273,nm2307949,nm0298794
tt3375416,nm2145697,nm6124582;nm2145697
tt33772384,nm4209268,nm4209268;nm2681915
tt3378222,nm4242010,nm4242010
tt33828717,nm6913708,\N
tt33830770,nm12945031,nm0302889
tt3385980,nm0644943,nm1158253
tt3387582,nm5236429,nm5236429
tt3390728,nm1044696,nm1672140
tt33948006,nm6044360,nm6044360
tt3395316,nm0008331,nm0008331
tt3395708,nm0002988,nm0002988;nm1509697
tt33983743,nm4139784;nm3575990,nm3575990
tt33993478,nm2685177,nm2685177
tt3399830,nm6148874,nm6148874
tt33999391,nm0025784,nm0025784
tt34001425,nm0038560,nm9294683;nm0038560;nm4977181
tt3400522,nm6149821;nm5729762,nm6149821;nm5729762
tt3401392,nm1451398,nm0383258;nm6229818;nm6156093
tt34038187,nm2593121,nm2593121;nm3553853
tt3405714,nm1237224,nm1237224;nm1131306;nm1344786
tt34095148,nm5238381,\N
tt3411788,\N,nm0549386
tt34144206,nm12612894;nm8136452,nm12612894;nm18329194
tt34146567,nm9780610,nm10439948;nm9780610
tt3418454,nm0595896,\N
tt3420504,nm0764601,nm2357110;nm0694138
tt34322115,\N,\N
tt34326363,nm5039025,\N
tt3433328,nm3629254,nm3629254
tt3436456,nm6186039,nm6186043;nm6186042
tt3437872,nm3336102,nm3336102
tt34379463,nm0474747,nm6837981;nm4749554
tt34380971,nm16680338,\N
tt34382612,\N,nm16682753
tt34385689,nm0336695,nm0336695
tt34388102,nm16690425,nm14684590
tt3439424,nm3326533;nm2794420,nm6189203;nm3956168;nm3326533;nm2794420;nm3182301;nm3360202
tt3440670,nm6190049,nm6190049
tt34423366,\N,nm0179132;nm4571467;nm15433561;nm0625621;nm12238107;nm4571481
tt34424743,nm1410110,\N
tt34438439,nm0804909,nm0804909
tt34438556,nm2023622,\N
tt3444730,nm3127702,nm2771337
tt3446750,nm4373064,nm4373064;nm2436055
tt34480352,nm5062441,nm5062441;nm2840119
tt34497454,nm16708462,nm0022261;nm14961651;nm16708462
tt34532479,nm15515958,nm15515958
tt34541061,nm4448578,nm4448578
tt3457004,nm6184616,\N
tt34570040,nm12284088;nm15359629,nm12284088
tt3457974,nm5654599,nm6208792;nm5654599
tt3458944,nm3830598,\N
tt34599713,\N,\N
tt34615536,nm3057599,nm10755210;nm16457290;nm13867347;nm17412462;nm17389635;nm17356682
tt34618706,nm7638868,nm7638868;nm14926704
tt34622084,nm0945724,nm0945724
tt34652656,nm3084787,\N
tt34654519,nm0370459,nm0370459
tt34657164,nm10791481,nm10791481;nm16740196
tt3466636,nm0665354,\N
tt34677615,\N,nm2384772
tt34720674,nm13700075,nm13700075
tt34728729,nm7758641,nm6101046;nm16747443
tt34744070,nm3784295,nm3784295;nm3934651
tt34748747,\N,nm9673061
tt3477350,nm0701782,nm0701782;nm0733997
